"Server Name","Alt Name","Guild ID","Invite URL",Region,"Icon URL",Boosts,Members,Online,Messages,"Hourly Activity","Badge Color Primary","Badge Color Secondary"
"Space Ghost Alliance Boot Camp",,557040423193935912,https://discord.gg/3JQBjBP,en,https://cdn.discordapp.com/icons/557040423193935912/0de284ce0690be1823e8a554d161aa8e.png,0,31,3,,,,
"CubeTech Blue",,475475783394263041,https://discord.gg/MVxsdU2,en,https://cdn.discordapp.com/icons/475475783394263041/55d7fd8b17c05c40dc85fbd8a70b4618.png,0,15,4,,,,
"Dark Skai",,678663851264442402,https://discord.gg/cP867D5,en,https://cdn.discordapp.com/icons/678663851264442402/1fd0abfa5d879819c171c7c1a441d559.png,0,87,10,,,#ff0000,#800000
"Star Reapers",,437666793843326976,https://discord.gg/k3Css7Y,en,https://cdn.discordapp.com/icons/437666793843326976/24a5c53dccbeb2234d1670c278345a48.png,0,33,4,,,,
"Star Raiders",,499756068252024852,https://discord.gg/45nvtbZ,en,https://cdn.discordapp.com/icons/499756068252024852/5a9b774252127e394883511304319610.png,0,28,4,,,,
"PHOENIX Officers Lounge",,573557289743548427,https://discord.gg/kNHGhJaSX4,en,https://cdn.discordapp.com/icons/573557289743548427/718b59dc8a1157649c3d4b80f0a55407.png,0,28,4,,,#ff0000,#800000
"sith empire",,607363750298910731,https://discord.gg/fWvX8tK,en,https://cdn.discordapp.com/icons/607363750298910731/60e69801125aebed428c67c0d0ab3c77.png,0,3,1,,,,
"Hades' Star - Sith Empire",,402383475170082816,https://discord.gg/uc7ftdC,en,https://cdn.discordapp.com/icons/402383475170082816/8ebe582c9a160dabfa3732586a3cff27.png,0,7,1,,,#ff0000,#800000
"Justice League",,433085293109968896,https://discord.gg/uTmqaCRwEF,en,https://cdn.discordapp.com/icons/433085293109968896/6cbfbf3eae6a4941329304cdba089547.png,0,22,1,,,#ff0000,#800000
"The Wacky Club",,600232871537410069,https://discord.gg/Y677spwYx9,en,https://cdn.discordapp.com/icons/600232871537410069/2dcb45828c83a681da3eeae07e2860ef.png,0,84,9,,,#ff0000,#800000
"The Covenant",,778326617218351144,https://discord.gg/qFV6DFGD2t,en,https://cdn.discordapp.com/icons/778326617218351144/e07cec641652f2b73e8f09cb383403cd.png,0,19,7,,,,
"First Squad",,489441270176153600,https://discord.gg/TFuNnJA,en,https://cdn.discordapp.com/icons/489441270176153600/d24be513506733909792d591e65da8fc.png,0,68,3,,,#ff0000,#800000
Draconis,,761906862106738698,https://discord.gg/JESPDKX,en,https://cdn.discordapp.com/icons/761906862106738698/e2556c82b0ed1369b54feba297b01453.png,0,25,4,,,#ff0000,#800000
"Foreshadowing 2.0",,520998472829239296,https://discord.gg/3vcpUw33ew,en,https://cdn.discordapp.com/icons/520998472829239296/9143e910647e24ed32aca1976148b0d1.png,0,73,2,,,#ff0000,#800000
"Founders Realm",,765715591293698071,https://discord.gg/qW2NzkZgXm,en,https://cdn.discordapp.com/icons/765715591293698071/e61984d642ca30ccfe885e9ae732101e.png,0,11,1,,,,
"Gang of Nerds",,738085285476433930,https://discord.gg/6GRd2D6,en,https://cdn.discordapp.com/icons/738085285476433930/6f172fdfa2bba76e1c08e21119d30d81.png,0,10,2,,,,
"Server di Dedal19",,718718901227094047,https://discord.gg/8FUm6Ta,en,https://cdn.discordapp.com/icons/718718901227094047/ac209082941b6ec38b1dd16e1ef982e2.png,0,1,0,,,,
"H3LL FLAY3RS",,674931995360362496,https://discord.gg/4U7EN7x,en,https://cdn.discordapp.com/icons/674931995360362496/bd53a28f4786e0a142ec945d0acb857b.png,0,77,13,,,#ff0000,#800000
misfits,,756699568720052265,https://discord.gg/DhAfxet,en,https://cdn.discordapp.com/icons/756699568720052265/0030bf4c50daa323150f81b5c3bcead5.png,0,7,4,,,,
"Sons of Liberty",,714167639689265194,https://discord.gg/pMBcfee,en,https://cdn.discordapp.com/icons/714167639689265194/5e8f4b51acad817c1b0bd42f93cc73b7.png,0,16,4,,,#ff0000,#800000
Gems,,749016065207697548,https://discord.gg/zWvbQUF,en,,0,3,2,,,,
"The Round Table",,735788509226336346,https://discord.gg/b8VCJrC,en,https://cdn.discordapp.com/icons/735788509226336346/f527554634b2b374bbfef982dae760d2.png,0,6,0,,,,
"Middle Of Nowhere",,761323151753478215,https://discord.gg/cKe7eNwCNZ,en,https://cdn.discordapp.com/icons/761323151753478215/704413a550103e0868e89ffc8d674190.png,0,53,7,,,#ff0000,#800000
"Hade's star USA Corp",,687326379993464841,https://discord.gg/qvXDRKy,en,https://cdn.discordapp.com/icons/687326379993464841/91229f1298f75ac7e9166a7837bf62ca.png,0,11,1,,,,
BovinePeacecore,,724917476676075571,https://discord.gg/qqG2B8P,en,https://cdn.discordapp.com/icons/724917476676075571/89ebf8188be38c3fabcf64ae554ae866.png,0,8,1,,,#ff0000,#800000
"SGP Warriors",,732155586413723658,https://discord.gg/PEdk85y,en,https://cdn.discordapp.com/icons/732155586413723658/3af9c3f0b0e46aff499a3c86d33d47e7.png,0,29,3,,,#ff0000,#800000
OrderZERO,,449674842992541719,https://discord.gg/2gPweGP,en,https://cdn.discordapp.com/icons/449674842992541719/568d242a81399e441afadaff42aabca9.png,0,23,1,,,,
"Darkstar Company",,714121394824413204,https://discord.gg/BH4UKjk,en,https://cdn.discordapp.com/icons/714121394824413204/838a446eafd37ba503de09d144897460.png,0,71,10,,,#ff0000,#800000
"Avabel Online",,675001763123822592,https://discord.gg/ndRBSfv3gJ,en,https://cdn.discordapp.com/icons/675001763123822592/ab7f652ba1ac9281a2c604cc5ef8fde7.png,0,43,7,,,#ff0000,#800000
SG-1,,732287493214306406,https://discord.gg/UpS42hA,en,https://cdn.discordapp.com/icons/732287493214306406/f39444a5ee795cf369b7c13ebb0aefaf.png,0,6,2,,,,
"Paik Corp",,485459917948452877,https://discord.gg/ZT5cTmH,en,https://cdn.discordapp.com/icons/485459917948452877/919ed5eb42a38b7759496eee75149110.png,0,29,4,,,#ff0000,#800000
HadesInfiniteLoop,,448520019861700619,https://discord.gg/mdv8c9P,en,https://cdn.discordapp.com/icons/448520019861700619/e49150307e09a78147e1909c37130f7b.png,0,7,2,,,,
SALTARDIS,,720560830894047274,https://discord.gg/jysZv8D,en,https://cdn.discordapp.com/icons/720560830894047274/2738d469e9fe99c43288098fb99e447e.png,0,42,4,,,#ff0000,#800000
"The Fracture",,704404110216265930,https://discord.gg/ksvMkFT,en,https://cdn.discordapp.com/icons/704404110216265930/148c513cb0f7dfe8fc0e48684f61f6a4.png,0,19,3,,,#ff0000,#800000
EradicatorElite,,447294030829846528,https://discord.gg/kUd5kaC,en,https://cdn.discordapp.com/icons/447294030829846528/0f94292699b8a806046af531b6393486.png,0,42,3,,,#ff0000,#800000
"Free Space Alliance",,667376752024092706,https://discord.gg/wVGNEvv,en,https://cdn.discordapp.com/icons/667376752024092706/074ae0bfcc61e4694dc5805135f8dc76.png,0,56,8,,,#ff0000,#800000
"The TARDIS / Time Lords",,556516030634131459,https://discord.gg/VyUtJZG,en,https://cdn.discordapp.com/icons/556516030634131459/06dc62ee9caca8278b88528cf79fa42b.png,0,13,3,,,,
"Galactic Force",,599558456210620426,https://discord.gg/VPyPqRy,en,https://cdn.discordapp.com/icons/599558456210620426/53e1440306f8a0e5882228f4c2fb47d3.png,0,47,9,,,#ff0000,#800000
Wranglers,,724017385551429723,https://discord.gg/7ahs5BH,en,https://cdn.discordapp.com/icons/724017385551429723/65d71fb554b7af573e9ac514363b6ffd.png,0,8,2,,,,
"Empire of Who",,659145879164551168,https://discord.gg/PdeBhBa,en,https://cdn.discordapp.com/icons/659145879164551168/ed7b2fde820e1c72098a189ee3129352.png,0,6,0,,,,
"Nodens Provisio",,743410983636041768,https://discord.gg/GWA38Gx,en,,0,5,0,,,,
"The Paradiso Family",,686118786625044489,https://discord.gg/CkQfp5t,en,https://cdn.discordapp.com/icons/686118786625044489/c06a04e3fb26335be8a0f541f831539f.png,0,69,7,,,#ff0000,#800000
"OMG's Basement",,756321205656485898,https://discord.gg/hR7Ufux,en,https://cdn.discordapp.com/icons/756321205656485898/88e7a97c0267f19d88df6ccfee4ea14b.png,0,20,2,,,,
"Blood Brigade",,750596548324229130,https://discord.gg/z3mz7aR,en,https://cdn.discordapp.com/icons/750596548324229130/5f3f261639bc090aaa8169ea5082d904.png,0,85,11,,,#ff0000,#800000
"Raynor's Raiders",,715174783691653120,https://discord.gg/KpW7jea,en,https://cdn.discordapp.com/icons/715174783691653120/96f3a45eb13b5feb637954de25a8a8f5.png,0,12,3,,,#ff0000,#800000
Apotheosis,,732961290464657499,https://discord.gg/BrKgptx,en,https://cdn.discordapp.com/icons/732961290464657499/30ad473d6d2d1469f023a5846168fe09.png,0,4,1,,,,
"White Star High Command",,734409570411348030,https://discord.gg/GVZdt4G,en,,0,2,0,,,,
"Oblivion Co.",,766707227859484682,https://discord.gg/MAyBTvFVAC,en,,0,7,1,,,,
Zoomers,,712960832513900556,https://discord.gg/tN2Jupb,en,https://cdn.discordapp.com/icons/712960832513900556/37303c7d0fa4343c176b797033f15cf3.png,0,1,0,,,,
"Fort Boris",,738260075730173962,https://discord.gg/T2J8xv6,en,https://cdn.discordapp.com/icons/738260075730173962/23a721d14fedb5a4cb4925790b79638b.png,0,6,1,,,,
"Boon Corp",,738560710275235840,https://discord.gg/nTRm698,en,https://cdn.discordapp.com/icons/738560710275235840/8aaeb235f125aba5c97d30e504c8a8c3.png,0,6,1,,,,
"Light Warriors",,694208658652790826,https://discord.gg/JMRzWzpCJt,en,https://cdn.discordapp.com/icons/694208658652790826/8c9f8e1c93f37eea5d2196300d1b7209.png,0,37,7,,,#ff0000,#800000
"Knights Order",,664852180066631680,https://discord.gg/7A257Br,en,https://cdn.discordapp.com/icons/664852180066631680/69ec144ff10f3848328e1dea7d50a5c0.png,0,29,6,,,#ff0000,#800000
TheRoyalKingdom,,689858627623846033,https://discord.gg/hne7Wbt,en,https://cdn.discordapp.com/icons/689858627623846033/672e180b91d507e732bdcc53a830ce92.png,0,9,2,,,,
Celcians,,720177623078273046,https://discord.gg/45BRevh,en,https://cdn.discordapp.com/icons/720177623078273046/1ca5b18a24f67509b54ac799a34e82d8.png,0,6,0,,,,
"Duct Tape Collective",,703516616905850930,https://discord.gg/2VE2cpQ4Td,en,https://cdn.discordapp.com/icons/703516616905850930/89dacdef3d1558cf3405538fb00384b6.png,0,28,5,,,#ff0000,#800000
"The Outfit - Hades Star",,641365778716819476,https://discord.gg/8PNKN2D,en,https://cdn.discordapp.com/icons/641365778716819476/ccc142e1cbc42691933394e8cc77d53f.png,0,13,0,,,#ff0000,#800000
"Peak Extraction",,731048964568121377,https://discord.gg/5nhshGd,en,https://cdn.discordapp.com/icons/731048964568121377/e4571cb6ec1c8a2392c063cade53edac.png,0,26,5,,,,
"Embargo Incorporated",,722147222493593671,https://discord.gg/mTq7JfV,en,https://cdn.discordapp.com/icons/722147222493593671/f692a374c5d9fc308e84e1d8565f35e9.png,0,16,1,,,#ff0000,#800000
"Dirtstar Corp",,713811286634397776,https://discord.gg/bMM8myg,en,https://cdn.discordapp.com/icons/713811286634397776/3ed312a878487079c6c93375853eff1f.png,0,7,0,,,,
Peripherals,,676319708370173967,https://discord.gg/CtZQCSx,en,,0,3,1,,,,
"Hades’ Star - Cosmic Chaos",,705571195839578154,https://discord.gg/eM3XwaB,en,https://cdn.discordapp.com/icons/705571195839578154/2bc61745705510883306f09adbcf4a02.png,0,19,4,,,#ff0000,#800000
"Sailor's Harbour",,618734529028423682,https://discord.gg/pSNXhtx,en,https://cdn.discordapp.com/icons/618734529028423682/98d8d9314879128a1186fc1bbff2363b.png,0,100,9,,,#ff0000,#800000
WARenik,,688470651429978186,https://discord.gg/AvGJgKF,en,https://cdn.discordapp.com/icons/688470651429978186/641ab7fb169a06c88bbd7cadf3cf7f45.png,0,8,1,,,,
Schmeltzerville,,723677640883437608,https://discord.gg/WCdEqwN,en,https://cdn.discordapp.com/icons/723677640883437608/6c1bb3f4dfd7cc4cbf2408a9f1e41809.png,0,11,3,,,#ff0000,#800000
"@ncient £ibrary",,671391927089889290,https://discord.gg/6UQ7kSS,en,https://cdn.discordapp.com/icons/671391927089889290/b5c7e569519202b6a6a84350c73e05b5.png,0,59,11,,,#ff0000,#800000
"High Velocity",,688876492490539160,https://discord.gg/tCarsek,en,https://cdn.discordapp.com/icons/688876492490539160/737a081d9d1a66633f6e56e361175c99.png,0,15,4,,,#ff0000,#800000
"Dragon Star Corporation",,704167852554453093,https://discord.gg/mf7Ujm8,en,https://cdn.discordapp.com/icons/704167852554453093/d625a2b32f1d6eb792693536515daead.png,0,9,1,,,,
"Anarchy Unlimited Community",,296409096842641408,https://discord.gg/xs9gWQv,en,https://cdn.discordapp.com/icons/296409096842641408/d632a59a93dd2fccc0a2b8c90bfdb911.png,0,133,7,,,#ff0000,#800000
"Frayed Ends Of Sanity",,618431812221534208,https://discord.gg/6KeQ3HB,en,https://cdn.discordapp.com/icons/618431812221534208/2cba187e8b32dbdd8251469cfe679530.png,0,29,7,,,#ff0000,#800000
"cazzoni corp",,690758383275474964,https://discord.gg/NZc2MX7,en,https://cdn.discordapp.com/icons/690758383275474964/88dbd860c85dc523e696401c030d88bb.png,0,2,0,,,,
"The Conquerors",,543491247008907264,https://discord.gg/NvVNG4c,en,https://cdn.discordapp.com/icons/543491247008907264/a193788448e4f0c229739852973df936.png,0,5,1,,,,
"Crystal Peak",,700844456760442917,https://discord.gg/Wg6evff,en,https://cdn.discordapp.com/icons/700844456760442917/600bc2e786de7ba8180c06abb8dc26d4.png,0,10,6,,,,
"Black Sweat Corp",,691500022222553138,https://discord.gg/uReZgN8,en,https://cdn.discordapp.com/icons/691500022222553138/84f0afee4578f8d5001883e38fa2741f.png,0,21,6,,,#ff0000,#800000
"Galactic Empire.old",,633695988346912768,https://discord.gg/8EqajMX,en,https://cdn.discordapp.com/icons/633695988346912768/c9a2f7d6324726b1adbd16f9d4ea4df6.png,0,9,3,,,,
"Rocinante_HS Server",,683704601672941637,https://discord.gg/yrY2e75,en,https://cdn.discordapp.com/icons/683704601672941637/2a5cdad895f4810afc253fc04dfc07c6.png,0,31,2,,,#ff0000,#800000
RedDwarfDisc,,480392374217080832,https://discord.gg/pGs8sED,en,https://cdn.discordapp.com/icons/480392374217080832/c07043911133fc3fabcbd7fb6237e3fa.png,0,20,1,,,#ff0000,#800000
"Delta Strike",,549037824922484746,https://discord.gg/qRMQn7y,en,https://cdn.discordapp.com/icons/549037824922484746/6f4ba2bc2ced6be3148d0a1922715751.png,0,69,12,,,#ff0000,#800000
HS-Herd,,426583222969827328,https://discord.gg/uxejmyk,en,https://cdn.discordapp.com/icons/426583222969827328/c1deedd97ff22eeac4f785ddbc04c116.png,0,37,3,,,#ff0000,#800000
"Phoenix Corp",,661725050549829693,https://discord.gg/vW5NPQn,en,https://cdn.discordapp.com/icons/661725050549829693/7097df3eb149c268ecd46e61aed84324.png,0,10,1,,,,
wagtails,,664311812287627282,https://discord.gg/6SFYppP,en,https://cdn.discordapp.com/icons/664311812287627282/24ee37634586c408571eed22dafd2c65.png,0,1,0,,,,
"Salamanders HS",,381847283781861376,https://discord.gg/eBUZTqn,en,https://cdn.discordapp.com/icons/381847283781861376/e0ad3d88c62f8e19a8f7911138dba222.png,0,42,3,,,#ff0000,#800000
Galaxia,,436317305086148608,https://discord.gg/WYxdS2z,en,https://cdn.discordapp.com/icons/436317305086148608/cf06e897662573d5c93a0072e98c067d.png,0,182,19,,,#ff0000,#800000
"Irish Pride Hades",,585410846302142475,https://discord.gg/KfUphGp,en,https://cdn.discordapp.com/icons/585410846302142475/97ec03728e89433759384bdc86cf149b.png,0,28,5,,,,
"Pandora Star",,505637938877693952,https://discord.gg/RceMwJq,en,https://cdn.discordapp.com/icons/505637938877693952/038303ae6d3f364173b3da6a827987a7.png,0,32,2,,,#ff0000,#800000
NO1,,637341525470347264,https://discord.gg/VtMDh6b,en,https://cdn.discordapp.com/icons/637341525470347264/e50375da951be7b337bdfc4e5f8d2f89.png,0,2,0,,,,
H.S.G.H.E.,,432116253705109504,https://discord.gg/Ect2hd4,en,,0,12,3,,,#ff0000,#800000
"Renegade Empire",,678333075670695979,https://discord.gg/6r2GzhY,en,https://cdn.discordapp.com/icons/678333075670695979/90296cf9ca38961ca7e019275d423952.png,0,8,1,,,,
"SPACE ANOMALIES",,580972901445140500,https://discord.gg/vndpWu5,en,https://cdn.discordapp.com/icons/580972901445140500/15eaa402faf0b25cba1a1d38806c74e1.png,0,44,7,,,#ff0000,#800000
"Commander Cody and the Lost Planet Airmen",,282193077857419267,https://discord.gg/vcVqQUy,en,https://cdn.discordapp.com/icons/282193077857419267/fddb3904bc5f237a5f44957b9e5bd3de.png,0,37,7,,,#ff0000,#800000
"NERF TOY'S",,637749898996875264,https://discord.gg/QqVHB2v,en,https://cdn.discordapp.com/icons/637749898996875264/7429cf60ac54a6466da17b50445589da.png,0,55,8,,,#ff0000,#800000
"New Republic Community",,685788434106810368,https://discord.gg/QTQTw76,en,,0,1,0,,,,
"Darkest Hour “Corp” - HS: Dark Nebula",,603591707669299243,https://discord.gg/QPJHCgU,en,https://cdn.discordapp.com/icons/603591707669299243/29078325ce4bfcc417013bcf0050c5f0.png,0,15,4,,,#ff0000,#800000
-=[Rockstars]=-,,667441507019653150,https://discord.gg/cBSTnw5,en,https://cdn.discordapp.com/icons/667441507019653150/69f70769b4c314f0ddf6ef667c5a4fa2.png,0,5,1,,,,
"Bey○nd",,524303703336026122,https://discord.gg/NjqU2F8,en,https://cdn.discordapp.com/icons/524303703336026122/ce848a58da5e27e3e6aae7d9f4cc8ecc.png,0,16,2,,,#ff0000,#800000
"The Wacky Club",,600232871537410069,https://discord.gg/knZXJWX,en,https://cdn.discordapp.com/icons/600232871537410069/2dcb45828c83a681da3eeae07e2860ef.png,0,84,9,,,#ff0000,#800000
"Rogue Hero's",,486383381886795786,https://discord.gg/tyZhPAy,en,https://cdn.discordapp.com/icons/486383381886795786/17248c4070f10420546cd88e063b8f84.png,0,68,12,,,#ff0000,#800000
"The Saloon",,672869622172745805,https://discord.gg/9UuFcB7,en,https://cdn.discordapp.com/icons/672869622172745805/160cf717979bc7815316f053f9911cc7.png,0,22,0,,,#ff0000,#800000
Sons,,193415371997446144,https://discord.gg/mW2rnqW,en,https://cdn.discordapp.com/icons/193415371997446144/dee2e033d6d09c4b72cdbbecdcaa8fc1.png,0,50,15,,,#ff0000,#800000
New_Andromeda_,,393517748874903553,https://discord.gg/RekT2XA,en,https://cdn.discordapp.com/icons/393517748874903553/d8fc0368cc1453e4b586d4151aefbd36.png,0,6,1,,,,
"Legacy Hades' Star",,502188959741509652,https://discord.gg/6QcZhAW,en,https://cdn.discordapp.com/icons/502188959741509652/b5cabb2c32aee50a054e51869a00b167.png,0,3,0,,,#ff0000,#800000
"The Conquerors",,543491247008907264,https://discord.gg/KGNMsQf,en,https://cdn.discordapp.com/icons/543491247008907264/a193788448e4f0c229739852973df936.png,0,5,1,,,,
Shade,,627678179108323339,https://discord.gg/YCjqdAc,en,https://cdn.discordapp.com/icons/627678179108323339/91186a829af089918d70e35c8025e5a7.png,0,5,0,,,,
"New Utopia",,605913567304089610,https://discord.gg/XFU3pVpP3K,en,https://cdn.discordapp.com/icons/605913567304089610/cd5125f34c79fe4ff2752a4693af4147.png,2,26,5,,,,
"<•HGRN•> Hades Galactic Republic Navy",,637718851127214108,https://discord.gg/G8CV3kt,en,https://cdn.discordapp.com/icons/637718851127214108/a366e3d405538876c391ea3802399bbc.png,0,6,4,,,,
"Céres Bound",,572049197394690069,https://discord.gg/b36RAPe,en,https://cdn.discordapp.com/icons/572049197394690069/c6e917d20e21748491d5d343db5fe10f.png,0,34,3,,,#ff0000,#800000
"Push The Tempo",,642009786635780096,https://discord.gg/Dr3t9Yw,en,https://cdn.discordapp.com/icons/642009786635780096/8912658a9bfc81821d7a64014127f1dc.png,0,1,0,,,,
Aeternae,,611893226869096448,https://discord.gg/7fT6uru,en,https://cdn.discordapp.com/icons/611893226869096448/9f72013febc5cd5cba808918cb6a471c.png,0,31,1,,,,
"LOTUS Inds. [Hade's Star corp]",,384859973966102528,https://discord.gg/tx6y2TE,en,,0,4,0,,,,
"Mandalorians Corp. Hades' Star",,638904931826270241,https://discord.gg/PQHQhrS,en,https://cdn.discordapp.com/icons/638904931826270241/afe2eaec2005c98fd2a904bcc0c44ecb.png,0,6,1,,,,
I.N.D.I.G.O,,635254202951532555,https://discord.gg/NzsM2QS,en,https://cdn.discordapp.com/icons/635254202951532555/be2583c363a15ae1756a364f9c78f792.png,0,21,5,,,#ff0000,#800000
"Element 119",,614361017815793694,https://discord.gg/p6b2Rr2,en,https://cdn.discordapp.com/icons/614361017815793694/25993e36f7d53deaaf8b2c365a4c035a.png,0,9,3,,,,
Hades.Roblox,,422914241905950742,https://discord.gg/9H8cXdR,en,,0,3,0,,,,
Pathfinders,,398035175511949324,https://discord.gg/y2487Kg,en,,0,7,0,,,,
"Order of the Gray",,415223924020740116,https://discord.gg/wmBGQqm,en,https://cdn.discordapp.com/icons/415223924020740116/0100f98d3037a40714b33074e2141c02.png,0,4,0,,,,
"Hades' Iron Galaxy",,614168007937359892,https://discord.gg/k9Wtc3v,en,https://cdn.discordapp.com/icons/614168007937359892/080acf031661031b9614286010573ba4.png,0,9,3,,,,
Abh,,377364587755864072,https://discord.gg/5tuPR4v,en,https://cdn.discordapp.com/icons/377364587755864072/cb765960860429dd18a6289738d02c5c.png,0,33,1,,,#ff0000,#800000
"Lucian Alliance",,594908296755019784,https://discord.gg/G9ANP9r,en,https://cdn.discordapp.com/icons/594908296755019784/ef82f0e286f2e034488d657b88896e4e.png,0,2,0,,,,
Aeternae,,611893226869096448,https://discord.gg/qEQgJqy,en,https://cdn.discordapp.com/icons/611893226869096448/9f72013febc5cd5cba808918cb6a471c.png,0,31,1,,,,
VOLUGANG,,605552657364680721,https://discord.gg/p9gBSJH,en,https://cdn.discordapp.com/icons/605552657364680721/ecac7d9c46fdd30191a7018a170dc13b.png,0,1,0,,,,
"Blackhole Base (黑洞基地)",,553248202984521750,https://discord.gg/PxHP5EP,zh-CN,https://cdn.discordapp.com/icons/553248202984521750/808fd77b46b7c0b3e3ae099017085fa8.png,0,10,0,,,,
"Soul Eater",,420687737079726083,https://discord.gg/H4dqycS,en,,0,1,0,,,,
"Astrium Reborn",,494936591559688202,https://discord.gg/2tvBA63,en,https://cdn.discordapp.com/icons/494936591559688202/14ed163e04438229d546fda818d2902e.png,0,22,2,,,#ff0000,#800000
"NERF BALLS",,468577697749270529,https://discord.gg/RGnRghq,en,https://cdn.discordapp.com/icons/468577697749270529/8ce5e3ce98527c070c176679e532f4f1.png,0,8,0,,,,
"RedStar Raiding Gazette",,595377218335670404,https://discord.gg/5gR88Jw,en,https://cdn.discordapp.com/icons/595377218335670404/7abd6f04ff8f26a4dd6c7b2b3503e6b4.png,0,10,1,,,,
STARLORDS,,477644618528325633,https://discord.gg/XqNZT7W,en,https://cdn.discordapp.com/icons/477644618528325633/08ef9712daa62f3a9580debd009e4a02.png,0,18,2,,,,
"Starmada Inc.",,461828008492269568,https://discord.gg/MgJBePr,en,https://cdn.discordapp.com/icons/461828008492269568/0b9895cc6a6cee717f2edfd379e7e982.png,0,34,3,,,#ff0000,#800000
worldwanders,,592160017881497611,https://discord.gg/nzZ9qXN,en,https://cdn.discordapp.com/icons/592160017881497611/34be7edc1cd732017de04cc5f2830da2.png,0,11,1,,,,
"Hades’ Academy",,326421390234222595,https://discord.gg/kUcE6EP,en,https://cdn.discordapp.com/icons/326421390234222595/e02418a43d87c31010208a71b5732d89.png,0,70,13,,,#ff0000,#800000
solysis,,534959775176196126,https://discord.gg/YyxuDbk,en,https://cdn.discordapp.com/icons/534959775176196126/bd8e680bede98c170c16d52edef9dbd1.png,0,31,4,,,#ff0000,#800000
"Ancient Legion",,578933768077705248,https://discord.gg/v8dWKNd,en,https://cdn.discordapp.com/icons/578933768077705248/4c11e87210c69105dbce9e4cef38cc0c.png,0,1,0,,,,
"Interstellar Manufacturing Corporation",,601349654311075841,https://discord.gg/3vnt3jy,en,https://cdn.discordapp.com/icons/601349654311075841/f7d2669363ee1fa29aacb4e8f465e3a3.png,0,2,1,,,,
bacon,,465696155141931008,https://discord.gg/jVuAMee,en,https://cdn.discordapp.com/icons/465696155141931008/1c956dc3590542695200c7b579ef936d.png,0,9,0,,,,
"PSI Division",,597688553085861909,https://discord.gg/EdNWKeN,en,https://cdn.discordapp.com/icons/597688553085861909/78d9e23a9d9ca65bfb8486f2710ce7f3.png,0,1,0,,,,
Trekwarsfly,,397793263886794762,https://discord.gg/YSsWGDU,en,https://cdn.discordapp.com/icons/397793263886794762/6cd7a3430b78b514b71b96b46e9bd6bd.png,0,23,3,,,#ff0000,#800000
"USGN CORPS.",,464104189610557450,https://discord.gg/vwByCwt,en,,0,4,0,,,,
Core,,473425866458923008,https://discord.gg/GkRPntn,en,,0,14,0,,,,
SBcorp,,505607462876086273,https://discord.gg/m4uqNak,en,https://cdn.discordapp.com/icons/505607462876086273/694148687c243495e8ffb04419b554b9.png,0,6,2,,,,
Serenity,,532310861713375252,https://discord.gg/PSryd83,en,https://cdn.discordapp.com/icons/532310861713375252/1c721db768c7e87dd215353f67fd4194.png,0,75,5,,,#ff0000,#800000
"Lost Frontier",,510842039789682688,https://discord.gg/GxvzkAd,en,https://cdn.discordapp.com/icons/510842039789682688/bee37a03aa698a1f4e0f83fe1e4496b1.png,0,6,1,,,,
PANDAMONIUM,,531607914230710277,https://discord.gg/Qxp8EpU,en,https://cdn.discordapp.com/icons/531607914230710277/e34002efaf67577f459a9f209892a80f.png,0,10,5,,,,
"Code Raiders",,484041015796170763,https://discord.gg/sabQawj,en,https://cdn.discordapp.com/icons/484041015796170763/0471bdaec8f42a73f5cefb36bf6f2634.png,0,35,6,,,,
"Error 403",,468495946330931206,https://discord.gg/TB8ZAMk,en,https://cdn.discordapp.com/icons/468495946330931206/34a62293eda8637ee1994b0b5f95d941.png,0,22,4,,,,
NACS,,579647101886005259,https://discord.gg/E2FBn8v,en,,0,5,0,,,,
Endeavor,,414270336021037058,https://discord.gg/2X69AzK,en,https://cdn.discordapp.com/icons/414270336021037058/520187830e516c94139588d835b114e4.png,0,20,2,,,#ff0000,#800000
"IG Empire",,465389017106743297,https://discord.gg/AJytu89,en,https://cdn.discordapp.com/icons/465389017106743297/56bddbc94a5aee7b0b159476f5c53596.png,0,12,1,,,,
"Blue Winds",,587698827230838804,https://discord.gg/MNc4DgR,en,https://cdn.discordapp.com/icons/587698827230838804/f4d9d09955ec09950a50b07bf552b683.png,0,11,1,,,,
"Death Star",,416630735999467549,https://discord.gg/Q2NxSrc,en,https://cdn.discordapp.com/icons/416630735999467549/a12f507be11d7c01e75a8ba841a534e6.png,0,17,0,,,#ff0000,#800000
"Space Marines",,446512545826734098,https://discord.gg/YYckyzD,en,https://cdn.discordapp.com/icons/446512545826734098/d9d3c2152f016c7853cb72141064a828.png,0,4,0,,,,
"Hades Star TGY Inc.",,549266058700259338,https://discord.gg/JuKb8vr,en,https://cdn.discordapp.com/icons/549266058700259338/6f1b3b3357ee1c0ffec33f01c95c7146.png,0,50,7,,,#ff0000,#800000
"Dark Division",,441619655942209536,https://discord.gg/9GqtVJa,en,,0,12,0,,,,
NETHERWORLD,,425028840880865280,https://discord.gg/mfAj2Ee,en,https://cdn.discordapp.com/icons/425028840880865280/1420ecfbe43dceb0030fb96628158100.png,0,4,0,,,,
"The Picard Empire",,497338841431146506,https://discord.gg/6m7h2rY,en,https://cdn.discordapp.com/icons/497338841431146506/5f6900b5cfeac9d93d69d12d1f4ba970.png,0,22,2,,,#ff0000,#800000
